"Bond Rating","Cash","Earnings Before Interest","Gross Profit (Loss)","Retained Earnings","EBTI Margin (Revenue)","Dividends per Share - Pay Date - Calendar","Total Stockholders Equity","Total Market Value (Fiscal Years)","Total Revenue","Financing Activities - Net Cash Flow","Net Cash Flow","Debt to Equity Ratio","Return on Asset","Interest Coverage","Current Ratio","Return on Equity","Quick Ratio","Risk Rating"
"BB",27.044,258.009,795.183,305.55,0.105723498,0,868.939,2327.9386,2440.413,-170.984,25.266,0.7369389565895881,0.14720936721008612,0.12194923432903503,0.11112298146854584,0.8789097968902306,0.11112298146854584,"High Risk"
"BBB+",404,1262,1262,1182,0.294378353,1.995,6816,9532.8078,4287,7448,8501,2.0944835680751175,0.043188118134218544,0.3415213946117274,0.1077623323902079,0.12191901408450705,0.04969860991511871,"Medium Risk"
"BB",188.5,343.3,546.5,1198,0.20958486,0.2,1030.9,2701.4325,1638,-194.8,30.3,1.0378310214375788,0.11989243556611022,0.16487037576463734,0.4922633097298714,0.4752158308274323,0.24718069761342773,"High Risk"
"CCC",28.312,-18.4,-2.499,-555.458,-0.27599862,0,-251.095,70.1621,66.667,-58.195,-114.793,-1.079579442043848,-0.1270191909429794,-1.6822826086956524,0.22671364509929534,0.1332284593480555,0.22671364509929534,"Highest Risk"
"BB",52.149,665.333,665.333,985.495,0.537229541,0.01,2872.286,3857.0876,1238.452,-203.269,178.455,0.36507158409712676,0.11347659134796272,0.12194194486069383,0.026849096432065078,0.2033923502046802,0.026849096432065078,"High Risk"
"BB-",9.372,-37.844,141.925,779.464,-0.03206097,0.1,2497.133,3836.1758,1180.376,1327.189,1879.993,1.1603607016526554,-0.005919126439291338,-4.642453229045555,0.009383259911894273,-0.013521106004365823,0.009383259911894273,"High Risk"
"B",399.644,94.591,233.172,899.209,0.113829973,0,1196.268,1240.3433,830.985,-67.037,-15.882,0.7095157606823889,0.03304695734685243,0.7212736941146621,0.5095157106499609,0.13788381867608263,0.4889927564604542,"High Risk"
"BB",1329.187,429.685,2394.835,123.991,0.136847499,0,2010.67,5078.4994,3139.882,-451.065,-158.688,0.7870431249285064,0.09248746145234707,0.25393020468482724,1.3032650579964504,1.1367976843539715,1.3032650579964504,"High Risk"
"B+",1275.875,-621.119,-577.71,-1764.138,-1.60949185,0,2183.892,3437.0812,385.91,1730.64,2068.483,0.7297059561553411,-0.14707498795329071,-0.1170113939518836,2.8629529900145854,-0.2978114302355611,2.8629529900145854,"High Risk"
"BB-",883.171,149.133,238.058,-1935.196,0.344635301,0,3571.464,2305.6424,432.727,0,113.663,0.16564327681869398,0.031082850710901958,0.27785265501263967,1.5814276938585854,0.055053333870928,1.3911052656449352,"High Risk"
"BBB+",91,2008,2008,1458,0.33366567,1.296,15122,11704.6548,6018,-372,1189,0.2982409734162148,0.06413491328372034,0.14342629482071714,0.04016442579429648,0.11374156857558523,0.007793097542176929,"Medium Risk"
"BBB",1724,7171.4,12911.5,17304.1,0.492182889,0,76200.5,70332.349,14570.6,-25122.1,-23696.8,0.3933150044947212,0.05559815267202795,0.18066207435089382,0.10703484549638395,0.152438632292439,0.07556432171816788,"Medium Risk"
"A-",3877,2863,10036,11388,0.052118983,1.16,10685,30462.6992,54932,732,2668,0.3548900327562003,0.11273428886438809,0.06601466992665037,0.3550691455261471,0.9215722976134768,0.3550691455261471,"Low Risk"
"BBB+",638,1480,4168,6655,0.315296123,1.24,1161,28619.1045,4694,-1940,-539,0.42032730404823426,0.34823529411764703,0.02364864864864865,0.24529027297193387,3.5598621877691645,0.24529027297193387,"Medium Risk"
"BB",398.288,332.838,615.188,-4053.91,0.051354529,0,1609.803,2079.1926,6481.181,-231.421,158.695,0.2696348559420004,0.0918117566317318,0.07484421850870393,0.8502346081853596,0.3666765436516145,0.2518642181413467,"High Risk"
"BBB",412,1669,3641,4403,0.122136846,3.5,6174,13893.5968,13665,-687,980,0.7123420796890184,0.09839061486765313,0.17675254643499103,0.5698638710686903,0.5419501133786848,0.06446565482710061,"Medium Risk"
"BBB+",146.598,1919.172,4728.977,289.5,0.223338829,0,1627.136,25850.9253,8593.096,-894.774,559.393,1.1597180567573946,0.2663966756008206,0.04109272123603304,0.7928320365959084,2.857851464167716,0.03972813229160738,"Medium Risk"
"BB+",132.603,2378.968,3479.258,6943.857,0.279923672,1.605,9121.412,17605.2918,8498.631,243.809,2760.499,0.8882068916523012,0.10663081360898209,0.13922969960083534,0.04849219906392698,0.34512584235861726,0.02606595756809725,"High Risk"
"BB",226.7,412.6,822.7,397,0.123540332,0.48,725.5,2646.504,3339.8,-34,187.3,1.7088904203997242,0.15150736239121654,0.14687348521570529,0.7112137203166226,1.0504479669193656,0.29907651715039574,"High Risk"
"BBB-",912.059,1230.865,2187.246,1620.943,0.067065833,0.32,2457.497,3962.4876,18353.086,253.512,1169.719,0.843953013981299,0.11923893385407681,0.1109268685030446,0.5816909191061564,0.8344710085098779,0.1574913186799904,"Medium Risk"
"A-",1200.718,1244.096,1244.096,6338.459,0.107980281,1.97,7093.082,8091.2465,11521.511,1055.389,2521.107,0.5539672317336808,0.02343023908732776,0.13138053655023404,0.028537251880312184,0.15235210871663396,0.028537251880312184,"Low Risk"
"B-",147.827,36.667,200.482,-175.084,0.028974387,0.02,289.934,607.2457,1265.497,-6.43,37.07,1.4098381010850745,0.02903279699687478,0.9201461804892682,0.9078637501360323,0.5751067484324017,0.3217477418652737,"High Risk"
"CCC+",573.025,57.482,81.395,-146.455,0.346237479,0,160.531,2102.6731,166.019,241.291,252.018,5.283247472450804,0.038458785031034254,1.6316933996729412,1.2321618173587388,-0.0772311889915344,1.1791123091485245,"Highest Risk"
"A-",436,2940,2940,40262,0.081377325,1.29,20573,27127.92,36128,-1526,2467,0.30851115539785157,0.02706933063253844,0.10034013605442177,0.00533725058146652,0.12856656783162398,0.00533725058146652,"Low Risk"
"BB-",61.011,102.586,219.11,-184.822,0.128842893,0.46,145.119,425.4929,796.21,-34.715,47.928,2.775866702499328,0.12538485325158982,0.20361452829820836,0.8549330175412625,1.3659272734790069,0.22578269558137812,"High Risk"
"BBB",361.349,362.489,828.897,1666.187,0.218082178,0.48,1678.326,4933.9275,1662.167,38.607,350.887,0.299060492419232,0.13837010717996598,0.04637382099870617,1.6673189823874757,0.4838672582084768,0.8222568606926682,"Medium Risk"
"BB+",62.286,980.449,980.449,474.347,0.450895376,1.6,1496.142,3116.3468,2174.449,-381.255,363.913,1.8969656623502316,0.18369611690613044,0.14129036798446426,0.062095367222626534,0.5627280030906158,0.062095367222626534,"High Risk"
"BBB-",183.5,295.9,727.4,-331,0.09796067,0.4,354.8,2062.5,3020.6,-44.9,122.6,0.6978579481397971,0.14833567274914777,0.06894221020615073,0.1396150531456478,1.9926719278466745,0.13178684286124676,"Medium Risk"
"BBB+",443.7,1500.8,2318.3,3493.1,0.165450336,0.53,3301.9,8371.6527,9071,-733.8,301.9,0.6189163814773312,0.16987560415181047,0.06576492537313433,0.3109308724062823,0.6722190254096128,0.1271638197867706,"Medium Risk"
"BBB",858,1998,1998,6004,0.117033739,1.15,5357,31922.748,17072,1589,3171,1.530147470599216,0.08276719138359569,0.1066066066066066,0.08105044398261856,0.3332088855702819,0.08105044398261856,"Medium Risk"
"BB",848.116,425.921,1036.031,744.745,0.181156794,0.2,1461.317,3153.7986,2351.118,401.704,716.498,1.108699207632567,0.11188417157389022,0.22316345049903621,1.4318149230684385,0.6439266771001775,1.1692990679975734,"High Risk"
"B+",193.862,507.879,911.963,-20.493,0.232547885,0,934.126,2277.1123,2183.976,-99.247,175.838,3.424718935132948,0.10873604694405675,0.41857607816034925,0.3952112518836859,0.7486966426370746,0.3606667782924969,"High Risk"
"A+",3379,4927,17073,6587,0.04150136,1.75,12332,70918.2652,118719,-2419,873,0.3588225754135582,0.14856918855350842,0.02699411406535417,0.7526514689747653,1.373662017515407,0.20596123369498964,"Low Risk"
"BB-",170.177,124.91,278.879,204.027,0.123920987,0,460.88,1314.2658,1007.981,2.597,125.335,0.45399453219927094,0.13603123349432886,0.11780481947001842,1.0469874662475316,0.5731730602325986,0.685838068754282,"High Risk"
"BB-",2.705,-170.505,-113.663,-2465.105,-0.283240778,0,1978.961,1531.4254,601.979,49.029,296.394,0.8863590540692817,-0.037114028147063015,-0.6335591331632504,0.0031415132686835844,-0.11202241984556544,0.0031415132686835844,"High Risk"
"BB+",555,-301,-116,-2267,-0.204483696,0,938,8057.6775,1472,715,1541,2.591684434968017,-0.0698051948051948,-0.5116279069767442,0.6055143160127253,-0.2878464818763326,0.5885471898197243,"High Risk"
"BBB",181,2015,2928,5440,0.223690053,1.84,4608,11013.6772,9008,-838,547,1.3695746527777777,0.13036164844407064,0.14292803970223325,0.3492728074041428,0.5729166666666666,0.039885412075804316,"Medium Risk"
"BB-",875.836,216.656,483.186,-4233.939,0.168844741,0,838.396,9858.6828,1283.167,4907.575,4503.733,25.867885820065936,0.009140547777246147,6.005783361642419,0.880343470908643,-0.975676172119142,0.7442458850621596,"High Risk"
"BBB+",50.038,943.818,1191.823,804.887,0.247153714,1.64,4142.59,13995.3793,3818.749,-241.712,436.942,0.3666969214911444,0.12927411053835108,0.09029283188072276,0.3487359996095752,0.26712829413482875,0.030525121397720893,"Medium Risk"
"BB",4.137,183.445,183.445,281.849,0.360825959,0.824,735.614,1339.9238,508.403,-44.853,91.391,1.263933258475233,0.09149860291865804,0.17839679467960423,0.057580041824983066,0.20488870521768207,0.012185208094017849,"High Risk"
"BBB-",2269.756,709.737,1168.376,1709.519,0.265103916,1.205,3942.604,9686.0659,2677.203,-1577.903,-844.5,0.5381514349399534,0.08696470999939102,0.09879293315692997,1.2971681871724314,0.27856183375251486,1.0824392314332179,"Medium Risk"
"B-",228.871,54.007,278.095,-222.47,0.029639748,0,642.853,385.6079,1822.114,-197.539,-34.514,2.03185798308478,0.024402686116400184,2.210083878015813,6.808079660760261,0.2469227023907488,0.8665417234590338,"High Risk"
"BBB",340.9,2260.2,3639.6,-732.3,0.159485739,1.525,9830,12168.48,14171.8,-231,1457.4,0.5591353001017294,0.09810662291324843,0.11693655428723124,0.2570860720687953,0.34336724313326555,0.04428307916136239,"Medium Risk"
"B+",14.405,132.2,212.466,30.387,0.158610562,0.28,315.199,519.0935,833.488,-24.308,44.995,2.511315073969143,0.09717830086460753,0.5008396369137671,0.5096443498146834,0.4640084518034638,0.05679757116946613,"High Risk"
"B",542,4114,7294,-7237,0.425263593,0,3258,5050.3754,9674,-1963,124,9.168508287292818,0.0945117048404512,0.45114244044725327,0.1541346153846154,1.669122160834868,0.05211538461538461,"High Risk"
"B",173.2,541.3,818.5,-3107,0.0920187,0,112,3207.5838,5882.5,-62.7,241.9,16.219642857142855,0.1341179385530228,0.3085165342693516,0.6107525861250831,5.816964285714286,0.08218658062067001,"High Risk"
"B+",229.51,815.723,1276.532,-1529.957,0.26882691,0,-543.32,1256.5724,3034.38,-333.034,71.789,-8.811426047264963,0.1639814300337482,0.5631114974078211,0.3142336865741121,-1.5040657439446363,0.3142336865741121,"High Risk"
"BB-",68.038,375.884,524.593,81.938,0.1724642,2.6,974.957,2695.8998,2179.49,119.668,91.64,2.2377786917782014,0.10025153297493018,0.3424407529982654,0.11479138195744967,0.40604354858727093,0.11479138195744967,"High Risk"
"BB+",114.564,439.276,756.381,512.796,0.129270493,0,2076.222,2125.1538,3398.115,-183.868,207.168,0.8321345212602504,0.09350242879070042,0.21441417241096714,0.49813108153450397,0.318941808727583,0.12813331842075829,"High Risk"
"BBB",122.8,788.3,2603.1,3558.5,0.091520189,1.65,4179.1,5781.2058,8613.4,-100.2,526.3,0.4418894020243593,0.10636460539986237,0.18609666370671063,1.1948033201010464,0.5877820583379197,0.08863226272103933,"Medium Risk"
"B+",43.459,150.049,262.647,-2029.524,0.235181728,0,148.367,365.7975,638.013,-22.743,11.174,6.753712078831547,0.1078932665668141,0.8812054728788594,0.18083804926764316,0.87905666354378,0.18083804926764316,"High Risk"
"BBB",9976,7522,7522,28817,0.273577014,1.6,47514,41894.3056,27495,15727,27583,1.039735656859031,0.021068080541574587,0.1070194097314544,0.04236170646286094,0.14136885970450813,0.03835197238165902,"Medium Risk"
"B+",123.238,99.631,138.069,-181.808,0.140061996,0,920.846,1953.0797,711.335,-2.267,75.988,0.29842775013411577,0.07507778607529406,0.25685780530156277,1.9933855990257268,0.12214637409512552,0.9380270969706196,"High Risk"
"BB+",79.342,127.702,227.846,644.308,0.249341997,0.6,797.783,890.5937,512.156,-84.591,29.182,0.31888119952418137,0.08523985264483039,0.10820503985842038,0.1963226225979326,0.2682784667008447,0.17790882794806825,"High Risk"
"BB-",75.753,193.362,574.72,451.631,0.192265892,0,754.917,2129.6666,1005.701,-251.076,-151.246,0.8657839206164386,0.10164669517608993,0.20781746154880482,0.1534144760824659,0.7080725430742718,0.1534144760824659,"High Risk"
"A-",2741.832,2067.907,4159.144,2189.633,0.014081794,1.385,2129.404,17775.7198,146849.686,565.072,3743.569,1.8175245279899916,0.06144208199380798,0.06980439642595145,0.4868919659176579,1.8854078418186497,0.09913861273369237,"Low Risk"
"BB-",259.984,890.048,1539.026,-256.611,0.325197145,0.705,557.936,3009.1372,2736.949,124.249,716.015,7.221460884402512,0.14925757583888297,0.23722653160278998,0.18892538441414994,2.3799916119411546,0.18892538441414994,"High Risk"
"B+",5323.725,3170.255,5424.419,1352.821,0.2100263,0,4634.893,26951.7587,15094.562,3197.079,5999.231,3.3531130060607657,0.11285320612774233,0.2830441084392265,0.7631588661832565,0.9767425051667858,0.7018754119973633,"High Risk"
"BB-",325.991,612.732,865.952,552.653,0.250035502,0,680.453,3045.795,2450.58,-218.796,198.592,0.7317301856263402,0.2262171504773128,0.0597520612600615,0.2263396591384358,1.2188057073743521,0.21303259619406106,"High Risk"
"BBB",398.484,572.456,971.336,2173.653,0.195298289,0.36,2976.825,7922.1835,2931.188,524.194,973.501,0.5922306484257557,0.08698593439495227,0.048319870872171836,0.5740695078833171,0.317007214061962,0.2164227174225925,"Medium Risk"
"B+",567.994,1085.273,1205.162,12.29,0.466068646,0.22,4089.293,691.7845,2328.569,-555.305,64.815,1.4656423494232376,0.08468934865068008,0.29473321459208884,0.22876049167915197,0.21649121253967374,0.22876049167915197,"High Risk"
"BBB-",10.896,389.271,489.743,-1692.034,0.18992322,2.03,3129.389,5213.8663,2049.623,-80.95,451.57,1.0109983130892324,0.05867615644201556,0.4159390244842282,0.03195026830484122,0.10475846882570365,0.03195026830484122,"Medium Risk"
"CCC+",5.532,135.186,314.711,-971.514,0.0814373,0,-589.157,59.7855,1660.001,-109.186,-70.315,-1.6751714738176748,0.14807455756501664,0.634333436894353,0.20862999340036495,-0.3886196718361999,0.010737994487363641,"Highest Risk"
"BBB",282.6,365.1,365.1,1938.4,0.073820211,1.88,2857.5,3858.824,4945.8,-295,442.6,0.2752055993000875,0.025674383280357798,0.15036976170912078,0.026719614239115022,0.10855643044619435,0.026719614239115022,"Medium Risk"
"BB+",156.233,670.816,734.111,1946.766,0.428816717,0,3750.134,2427.909,1564.342,-183.012,463.542,0.5282168583842604,0.10527761286038635,0.16509445212994323,0.2833317729301251,0.16622419358881574,0.2437864744249914,"High Risk"
"BB",913.187,2552.566,4098.369,3620.67,0.173112772,0,4849.741,12490.3668,14745.105,-1351.981,611.463,1.8449082126241378,0.13620036265443666,0.16742838383023204,0.27148426187316327,0.7569470204697527,0.22996804275069066,"High Risk"
"A+",914.1,2170.2,9499.8,7148.5,0.192672035,1.24,3587.3,33473.5152,11263.7,-604.9,1183.8,0.5324338639087893,0.23529539318898876,0.03257764261358401,0.5844068706387547,2.628467092242076,0.24533011272141708,"Low Risk"
"BB-",65.298,175.228,331.226,-441.793,0.179756608,0,289.987,1252.8922,974.807,183.784,304.087,2.574998189574015,0.14149056516932956,0.20215947223046543,0.7323813568319355,1.0200526230486193,0.3466291538379871,"High Risk"
"BB-",481.62,412.387,1242.856,-545.165,0.211599551,0,1931.33,4170.6785,1948.903,-305.115,260.68,1.2598323435145728,0.07284097593027959,0.32186271633198915,0.38031287827970917,0.574797678283877,0.37133671038327204,"High Risk"
"BBB",546,2218.2,2345.7,5452.9,0.412320161,0.18,5870.9,24689.62,5379.8,-210.7,712.4,1.0141886252533683,0.16760992270086064,0.1624289964836354,1.1044564291796763,0.33817642950825255,0.38745387453874536,"Medium Risk"
"BB+",1283.757,645.777,1324.466,1038.856,0.354000158,0.89,1979.197,7144.8124,1824.228,430.164,955.886,1.0802295072193422,0.12529277412505355,0.11824979830498762,1.2380005014658233,0.630610798217661,1.2380005014658233,"High Risk"
"BB+",126.351,165.415,404.565,685.481,0.217377306,0.74,291.201,1561.4324,760.958,-42.95,41.236,1.1229116658253233,0.18546798388570646,0.12772723150862983,0.4616742180648933,1.3167434177767245,0.4616742180648933,"High Risk"
"B",652,295.2,363.5,-446.6,0.299057846,0,2271.1,1747.13,987.1,21.9,336.3,0.21359693540575053,0.08681076312307014,0.14871273712737126,1.334626726680118,0.14072475892739203,1.01195095452429,"High Risk"
"BB-",236.484,1094.882,1957.226,-1555.884,0.31180312,2.005,1936.671,8564.4238,3511.453,125.373,669.268,3.1384814457385897,0.11541109752498209,0.29064319259975047,0.16686352956118627,0.8463006881395962,0.16686352956118627,"High Risk"
"B",51.529,195.835,515.066,-1253.257,0.204490255,0.2,20.188,595.0369,957.674,-101.729,24.236,21.669209431345354,0.30808814969338283,0.20788418821967472,0.28948876404494384,23.496879334257976,0.28948876404494384,"High Risk"
"B",132.403,33.474,73.738,-1673.145,0.025376508,0,756.655,746.8686,1319.094,0,38.173,0.3273605540173527,0.021731749167546888,0.6636792734659737,0.6828106050711793,0.06809179877222785,0.2470343489374405,"High Risk"
"BB+",1119.469,311.803,2899.494,22831.851,0.06032015,0,31084.076,36941.7604,5169.135,-193.682,1055.181,0.04182028766111626,0.006484672081835691,0.23663338710660256,0.07130802735959987,0.09090542051177587,0.07130802735959987,"High Risk"
"BB-",17.98,459.764,2139.416,-43.979,0.059630418,0.36,610.556,1972.9849,7710.226,-9.934,247.479,1.2206005673517253,0.17640980620644328,0.14632289609451807,0.24188799053125723,3.393860677808424,0.014379053605559687,"High Risk"
"BB+",216.158,215.771,650.323,790.122,0.119184553,0,1207.358,1895.028,1810.394,-125.31,108.178,0.3027503027271116,0.09695969385737549,0.11502472528745754,0.3312867827366356,0.5180766599467599,0.3312867827366356,"High Risk"
"BBB-",93.2,389.1,1559.9,883.8,0.175816728,2.72,212.8,2664.5716,2213.1,-193.3,45.3,2.8477443609022557,0.24505605239954656,0.12541763042919557,0.4338101430429129,7.101033834586467,0.1211963589076723,"Medium Risk"
"BB",32.319,567.166,567.166,1474.477,0.28336665,0,3187.121,4311.8186,2001.527,719.952,1126.991,0.723824103320834,0.07428541191713171,0.13107450023449924,0.035470732208583225,0.15463015053397727,0.015095846645367414,"High Risk"
"BB-",35.53,633.18,978.969,-631.579,0.422037281,3.02,1069.528,6551.3949,1500.294,171.908,693.731,2.164755854919179,0.16233444926836946,0.1953441359487034,0.06890065351872322,0.7996807937707101,0.06890065351872322,"High Risk"
"CCC",9.569,28.889,265.631,-643.419,0.030877875,0,40.439,122.3903,935.589,109.742,66.973,10.71769826157917,0.04753513015434232,1.3235141403302295,0.3415789080588543,5.623185538712628,0.07146911643886775,"Highest Risk"
"B+",418,1309,1528,-6350,0.195606695,0,3339,4104.0787,6692,401,1431,3.4234800838574424,0.06776414557125848,0.49809014514896865,0.2197053001979327,0.26235399820305483,0.09192874422696283,"High Risk"
"B+",517.25,1637.7,2536.092,-6041.715,0.408376086,0,2701.589,3672.0524,4010.274,-393.982,118.713,3.0314614843338497,0.11472416778043516,0.27868107712035173,0.31707952100621795,0.7698047334365071,0.15286249615811995,"High Risk"
"BB",24,664.6,2966.6,1253.8,0.033034272,1.1,1779.5,4417.4938,20118.5,438.6,805.7,1.0277044113515033,0.07500197492410648,0.20508576587421007,0.653403898872982,1.590502950266928,0.004568991775814804,"High Risk"
"BBB+",1408,322,1562,5833,0.044407668,0.61,14003,14176.1693,7251,-1141,-181,0.19338713132900093,0.015231788079470199,0.32608695652173914,1.2187852788439828,0.1040491323287867,0.3179047188981711,"Medium Risk"
"B-",115.371,38.839,185.273,-195.925,0.024926739,0,96.898,247.9392,1558.126,18.788,97.936,4.422134615781544,0.013698490023546209,1.1167898246607793,0.060765116843492124,1.4644058700901972,0.050001300187226955,"High Risk"
"BB+",841.483,1150.17,1595.464,2210.459,0.147891717,0.5575,2777.459,8673.8703,7777.109,-425.425,427.344,0.8472470700737617,0.17905012226537473,0.12914351791474304,1.7910157043254586,0.5209535046241907,0.7120109321058689,"High Risk"
"BBB+",359,1472,3116,6541,0.195874917,1.58,4660,12590.3,7515,-691,378,0.8,0.14574257425742573,0.09782608695652174,0.26972477064220185,0.6377682403433477,0.21957186544342508,"Medium Risk"
"B+",777.615,297.913,1231.066,-5950.535,0.114556677,0,766.341,2708.7038,2600.573,-4.228,285.292,1.3705243488212167,0.10335437798921887,0.19017632664569856,0.9674566761430274,1.5324901055796312,0.7296000225180849,"High Risk"
"BB+",24.69,463.249,676.594,1334.738,0.128220323,0.68,469.415,2817.5102,3612.914,-289.468,105.083,2.864109583204627,0.14709165901968319,0.149690555187383,0.4699690008386247,1.293631434871063,0.018487181023122082,"High Risk"
"B+",192.627,213.247,500.723,-1361.744,0.328530734,0,1909.636,2509.2749,649.093,-228.071,-94.55,0.5067625453227735,0.06421471897346548,0.22145680830210976,0.4640863173085596,0.23747876558674008,0.4343532966537386,"High Risk"
"A",1855,1496,1496,5496,0.449654343,0.69,5051,18536.24,3327,-728,740,0.3597307463868541,0.05191199944479145,0.03542780748663102,0.09958997722095672,0.2856860027717284,0.08451025056947609,"Low Risk"
"BBB",307.521,632.03,811.06,-1620.442,0.629323907,1.08,1375.12,4030.2709,1004.3,971.068,1690.88,4.434067572284601,0.07295378389390807,0.5631125104820974,0.27177271734932074,0.3309936587352376,0.25821703864174517,"Medium Risk"
"A-",1226.7,1271.2,2356.6,3296.3,0.126191233,2.3,3926.4,9979.83,10073.6,-200.2,668.2,0.33710268948655253,0.15437676090546976,0.049087476400251726,0.6701849618013671,0.5843011409942951,0.41103739445114595,"Low Risk"
"AA-",19334,10753,54122,3931,0.079073735,0,19285,357687.99,135987,-2911,13532,0.788851438942183,0.128929761876214,0.045010694689854,0.6297030917716342,2.7813326419497018,0.39534598396859155,"Low Risk"
"BB",37.711,468.712,574.153,-322.563,0.253661546,2.16,1458.963,2875.3708,1847.785,-280.765,94.608,0.9965989541886943,0.14326672788026915,0.14808027104063903,0.1051500111532456,0.3459621662783772,0.1051500111532456,"High Risk"
"B+",4.194,-332.376,-257.404,-1643.084,-0.749279747,0,23.458,2432.6802,443.594,308.34,581.108,56.50174780458692,-0.20437218345388103,-0.29012022528702436,0.015116237159848622,-15.083681473271383,0.015116237159848622,"High Risk"
"BB-",14.633,284.507,446.489,-211.268,0.181233004,0,687.867,4124.8782,1569.841,93.755,307.052,1.532286037853248,0.12060404821160679,0.15115621056775405,0.023710989402728717,0.5865726950122626,0.023710989402728717,"High Risk"
"B+",160,278,497,-1050,0.086902157,0,-186,966.084,3199,-152,52,-5.279569892473118,0.11146752205292702,0.3129496402877698,0.28032979976442873,-2.204301075268817,0.09422850412249706,"High Risk"
"BB",704,2090,3174,-5656,0.328306629,1.89,-5656,22482.15,6366,-969,1064,-1.602015558698727,0.3815261044176707,0.15933014354066985,0.3569705740472745,-0.5022984441301273,0.3396044380125422,"High Risk"
"BB",50.389,71.725,215.874,-22.557,0.103056567,0,192.077,492.6665,695.977,-43.371,21.906,0.3907807806244371,0.18179905659659998,0.08751481352387593,0.8674621241855719,1.0912134196181742,0.39554910118533637,"High Risk"
"BB",5,230.8,711.7,-1024.9,0.114048525,0.72,928.6,1820.7,2023.7,-432.5,-285.7,0.549752315313375,0.12492557510148851,0.1897746967071057,0.259794319294809,0.7192547921602414,0.012242899118511265,"High Risk"
"BB+",202.463,248.098,394.62,599.038,0.268318191,0.82,-311.349,3155.615,924.641,-44.084,107.951,-2.6960388502934007,0.291034971400686,0.18035614958605067,0.6240960512931166,-1.123735743490424,0.6240960512931166,"High Risk"
"B",2.544,120.602,195.958,-373.376,0.213443534,0,-24.55,515.7596,565.03,-17.238,63.196,-20.527942973523423,0.1909734098481106,0.3251604451004129,0.04904010519395135,-6.384643584521384,0.016725838264299804,"High Risk"
"BB+",20.992,419.099,1595.069,906.357,0.038493198,0.91,930.2,1668.3057,10887.612,-205.007,179.85,1.3038153085357986,0.09392830816806191,0.27335546016573653,0.7213826442823937,1.5915996559879588,0.0090526070663119,"High Risk"
"BB-",3.108,295.519,1429.274,538.884,0.03036639,0.1875,725.164,1024.3857,9731.779,3.889,220.257,1.1579104864554777,0.0812013510156798,0.2726457520497836,0.758644974692697,1.8598579080042574,0.0014981923355025307,"High Risk"
"BBB",512,1022,1916,1828,0.169711059,1.85,2595,9048.8534,6022,0,771,0.7129094412331407,0.17675544794188863,0.07534246575342465,0.9730740463724757,0.7086705202312139,0.38294689603590126,"Medium Risk"
"BB-",312,2709,3428,1436,0.470149254,0,1648,8892.1588,5762,-964,989,4.364684466019417,0.22597597597597596,0.15134736064968624,0.12074992055926279,1.8313106796116505,0.09914204003813155,"High Risk"
"BBB+",21.4,1026.4,1146.1,-526.9,0.562534254,1.565,3187.9,10904.556,1824.6,1046.5,1852.4,1.2760124219705762,0.10110721462626582,0.14195245518316443,0.01198245795780241,0.31381160011292697,0.007389757933630304,"Medium Risk"
"BB+",231.945,744.739,1002.092,-18188.407,0.652040376,0,-1200.595,7842.1324,1142.167,-623.763,44.186,-1.0304798870560015,0.3190045113194196,0.15517382599810134,0.10093429881896274,-0.7384072064268133,0.10093429881896274,"High Risk"
"BBB",555.102,302.115,393.273,1082.365,0.243983493,1.84,844.002,1621.6322,1238.26,-202.911,-79.264,0.22464994158781615,0.21483397237518775,0.03681379607103255,1.533388580425955,0.4527844720747108,1.533388580425955,"Medium Risk"
"BB+",754,1838,3689,-755,0.291329846,1.21,4293,15007.4447,6309,-248,1048,1.8024691358024691,0.1168467895740623,0.18117519042437433,0.2038388753717221,0.7817377125553227,0.2038388753717221,"High Risk"
"BBB-",787.161,3404.44,3947.835,-3076.297,0.588426436,2.08,6976.2,45136.245,5785.668,-99.294,2604.31,2.6224390069092056,0.11025044406986591,0.21213121688148417,0.17426362664293446,0.4623788022132393,0.17426362664293446,"Medium Risk"
"B",44.597,-3.483,19.639,-26.05,-0.027989842,0.05,407.207,228.7676,124.438,-26.329,-9.698,0.6484908167099288,-0.0043892757001984814,-6.506747057134654,0.38746012269938657,-0.007426198469083303,0.36480163599182003,"High Risk"
"B+",185.9,270.3,311.6,-876.6,0.395291021,0,2082.9,1797.9815,683.8,128.4,410.6,0.4270488261558404,0.06846504559270516,0.2153163152053274,0.34430094300943004,0.12165730471938165,0.19054940549405494,"High Risk"
"BB+",228.7,199.6,199.6,79.7,0.35240113,0,389.3,1518.5842,566.4,-70.6,106.9,1.22861546365271,0.18418381470886774,0.1818637274549098,1.0583063396575658,0.4194708451066016,1.0583063396575658,"High Risk"
"BB-",715.311,694.018,777.064,-1015.856,0.449030824,0,3627.627,3489.3448,1545.591,-60.682,302.506,0.27078169833888655,0.1129857099575761,0.12208472979086997,0.5731719093572404,0.19085065801969164,0.4667273474660873,"High Risk"
"BB",549.518,842.226,1243.763,-297.295,0.216308411,0,1403.404,2517.9158,3893.635,-112.179,617.223,1.0258186523623989,0.20581825504156073,0.1057162804282936,0.6545090629603536,0.8228036972960031,0.43995228335361564,"High Risk"
